,BugID,CommitDate,Summary
12352,AMBARI-5041,Collect,Falcon does not support _HOST substitution in principal names.
12353,AMBARI-5042,Collect,Ambari Repo URL validator rejecting valid yum repo file:/// URL.
12354,AMBARI-5046,Collect,webHcat start fails in secure cluster
12355,AMBARI-5048,Collect,"Host Details page: When adding slaves, INIT state is shown as ""Unknown"" with ""Start"" as allowable action"
12356,AMBARI-5051,Collect,Start all services silently fails when a service is not startable
12357,AMBARI-5054,Collect,Negative duration for completed apps on ATS
12358,AMBARI-5058,Collect,Start services failed after disabled security on not preconfigurated cluster (DataNode is stoped)
12359,AMBARI-506,Collect,Do not use epel in local yum repo installs
12360,AMBARI-5060,Collect,Security Wizard: enable Kerberos setup for Storm
12361,AMBARI-5061,Collect,Ambari Upgrade stack command failed 
12362,AMBARI-5065,Collect,Rolling restart should also handle clients on the same machine as the restarting component
12363,AMBARI-5066,Collect,"Ambari Upgrade Test, restart HBase, HBase Client Install failed"
12364,AMBARI-5067,Collect,Status of UI for various tasks when starting all components on a hosts does not get updated.
12365,AMBARI-5069,Collect,Restart button on host details page doesn t have confirm popup
12366,AMBARI-5070,Collect,Labels of Advanced configuration properties wrap over in between words
12367,AMBARI-508,Collect,Support Resume For Add Nodes
12368,AMBARI-5086,Collect,Provide better error message if agent host cannot reach repo during registration
12369,AMBARI-5087,Collect,If clicked on a separate window when on step 9 in the install wizard - it should resume
12370,AMBARI-5089,Collect,Upgrade Issue with History Server in HDP 1.
12371,AMBARI-5091,Collect,Ambari should install Hive metastore DB schema using SchemaTool
12372,AMBARI-5094,Collect,yarn.exclude FileNotFoundException during RM startup
12373,AMBARI-5096,Collect,Mirroring: core-site.xml s falcon proxy hosts should be * for data replication across clusters
12374,AMBARI-5097,Collect,Retry failure after installation failure triggers start all services request
12375,AMBARI-5103,Collect,Maintenance Mode: maintenance icon changes on Host Details page
12376,AMBARI-5108,Collect,HBaseRegionServer requires multiple retries to be stopped during reassigning NameNode after EnablingHA
12377,AMBARI-511,Collect,Support rpms for mysql connector and other tars.
12378,AMBARI-5110,Collect,Storm: Remove LogviewerServer from the list of masters
12379,AMBARI-5111,Collect,Host confirmation failed on suse
12380,AMBARI-5112,Collect,hadoop-mapreduce.jobsummary.log is empty when specified custom YARN Log Dir
12381,AMBARI-5113,Collect,Ambari UI doesn t resume updating after logout/login
12382,AMBARI-5120,Collect,Service Start: Clients are installed on hosts in maintenance mode
12383,AMBARI-5123,Collect,Background Operations window does not appear after triggering Rolling Restart
12384,AMBARI-5124,Collect,Configure Components step of HA wizard got stuck forever (requires page refresh to continue)
12385,AMBARI-5125,Collect,Comment out Records read/written from vertex summary dropdown
12386,AMBARI-5127,Collect,Job Tez DAG s vertices table not sorted by value
12387,AMBARI-5128,Collect,Rolling Restart dialog shows incorrect message that slaves won t be restarted when service is in maintenance mode
12388,AMBARI-5130,Collect,"Ambari stack upgrade, cannot delete Mapreduce using UpgradeHelper_HDP2.py"
12389,AMBARI-5132,Collect,"On ""Host Details Page"" Start All, Stop All and Restart All items in ""Host actions"" menu does not work"
12390,AMBARI-5133,Collect,"Maintenance Mode: On Host Details page, Start All fails"
12391,AMBARI-5134,Collect,"Request Schedule Batch request, return code, status and message not persisted"
12392,AMBARI-5136,Collect,"Installer - Install, Start and Test: list of hosts are disappeared after retry"
12393,AMBARI-5137,Collect,"Strange HDFS and Mapreduce services behavior after FIRST ""Save"" button click on Config tab"
12394,AMBARI-5138,Collect,Ambari deploy and unit test fails on Python 2.6.9
12395,AMBARI-5139,Collect,Error while host confirmation (bootstrap.py)
12396,AMBARI-5143,Collect,Should not allow decommission/recommission of slave component if master component is not running
12397,AMBARI-5146,Collect,"After Ambari is upgraded to 1.5.0, previous JAVA_HOME is overwritten to /usr/jdk64/jdk1.6.0_3"
12398,AMBARI-5148,Collect,LogViewer service needs to run on all supervisor nodes
12399,AMBARI-515,Collect,Modules tar size increases.
12400,AMBARI-5150,Collect,Ensure that the Server and Client versions match (browser caching issues)
12401,AMBARI-5152,Collect,Unit test failing on trunk
12402,AMBARI-5154,Collect,Upgrade from 1.4.4 to 1.5.0 failed on Oracle DB
12403,AMBARI-5156,Collect,Hive CLI using Tez runtime does not start by throwing HDFS exception
12404,AMBARI-5159,Collect,Storm config page not available
12405,AMBARI-5160,Collect,Error in picking up LzoCodecs  in Ambari-deployed Oracle 6.3 and CentOS5.
12406,AMBARI-5163,Collect,Just clicking on property value entails the appearance of  Undo  link
12407,AMBARI-5178,Collect,After upgrade hdfs-site and other configs don t contain properties intoduced in 1.5.0
12408,AMBARI-5180,Collect,Add/Use support for apt get in resource management library.
12409,AMBARI-5184,Collect,Create repo files for Ubuntu based on the urls that are passed from the stack defn.
12410,AMBARI-5185,Collect,Unable to delete host even when all host components are in INIT state
12411,AMBARI-5186,Collect,"On EC2, AMI for RHEL 5.7 does not start postgres on setup"
12412,AMBARI-5187,Collect,Ganglia rrdcached base directory has not applied in fact
12413,AMBARI-5190,Collect,Add host fails after upgrade from 1.4.4 to 1.5.0 as datanode install fails
12414,AMBARI-5191,Collect,UI get broken when routing to nonexistent host or service
12415,AMBARI-5195,Collect,Unable to start history server and job tracker after upgrade
12416,AMBARI-5201,Collect,"Alert display randomly shows ""No alerts"" and then populate with alerts, back and forth"
12417,AMBARI-5202,Collect,Ambari Server tests not completing on Mac
12418,AMBARI-5208,Collect,"After enable Security, during ""Start All Services"" ""HBase Master Start""  failed"
12419,AMBARI-5209,Collect,MapReduce2 Client Install fails after cluster upgrade
12420,AMBARI-521,Collect,Lzo Install with RPM s.
12421,AMBARI-5212,Collect,Logviewer related properties are not surfaced on web-ui.
12422,AMBARI-5213,Collect,"HCat client configs can be refreshed only on host/component level, but not on service level"
12423,AMBARI-5216,Collect,stale_configs parameter works not properly after removing config group
12424,AMBARI-5218,Collect,Strange behavior of collapsed panels during removing properties
12425,AMBARI-5219,Collect,Tez user being created
12426,AMBARI-5220,Collect,Unittests for Service resource an all it s attributes
12427,AMBARI-5222,Collect,Assigning History Server to non-default host produces alert
12428,AMBARI-5224,Collect,hive logs should use better dir than /tmp
12429,AMBARI-5226,Collect,Check STORM fails
12430,AMBARI-5227,Collect,Front-end changes to support the latest_url
12431,AMBARI-5228,Collect,gmond processes for master components are not starting after upgrade
12432,AMBARI-523,Collect,Need to persist yum repo for add nodes.
12433,AMBARI-5232,Collect,Warnings/exceptions when updating DB (1.4.1->current trunk)
12434,AMBARI-5235,Collect,Add component of clients in Ambari doesn t work in a secured cluster
12435,AMBARI-5238,Collect,UI showing Hive configs on HBase service page
12436,AMBARI-5239,Collect,Service config page generates js-error when accessed directly
12437,AMBARI-524,Collect,Add nodes restore yum default on post install add nodes page
12438,AMBARI-5242,Collect,"Move wizard freezes on step ""Configure component"", operation ""Install (component name)"""
12439,AMBARI-5244,Collect,Wizard Step7 JS error on load page (add service wizard)
12440,AMBARI-5246,Collect,"Mistake in title of operation ""Restart APP_TIMELINE_SERVER on ..."
12441,AMBARI-5248,Collect,Says Falcon in proxy user with HDP 2.0 stack
12442,AMBARI-525,Collect,Javascript should not pass flag in case of post install add nodes.
12443,AMBARI-5252,Collect,Upgrade (Oracle as Ambari DB): AddHost wizard fails with server error
12444,AMBARI-5254,Collect,Installed HDP 2.0 Stack but Tez user created
12445,AMBARI-5258,Collect,Installer:  Undo  button for repo BaseURL does not work
12446,AMBARI-526,Collect,Display client nodes as part of cluster topology display
12447,AMBARI-5264,Collect,"Ganglia Server goes to ""installed"" state after double ""Ganglia rrdcached base directory"" config changing"
12448,AMBARI-5267,Collect, Hive metastore install fails on multinode cluster
12449,AMBARI-5269,Collect,ZooKeeper principal gets overwritten with zookeeper@EXAMPLE.COM regardless of user customization
12450,AMBARI-527,Collect,Increase number of puppet retries to recover from intermittent network issues.
12451,AMBARI-5270,Collect,Initialize shared edits fails while enabling NameNode HA
12452,AMBARI-5271,Collect,Rolling Restart doesn t work after upgrade from 1.4.4
12453,AMBARI-5272,Collect,HDFS client configs are not pushed on INSTALL API call.
12454,AMBARI-5274,Collect,Supervisor under supervision fails w/o ganglia server
12455,AMBARI-5275,Collect,"After upgrading from Comanche, adding host and reconfiguring all services strange alert appears"
12456,AMBARI-5276,Collect,BG operations popup: Restart operation for host component should not have hostname
12457,AMBARI-5280,Collect,Storm daemons need to run under supervision
12458,AMBARI-5282,Collect,supervisor.enable should be removed from Ambari s Storm Config section
12459,AMBARI-5283,Collect,Check bad credentials vs. aborted and present different message to user on login
12460,AMBARI-5289,Collect,HiveServer2 default security configuration changes
12461,AMBARI-529,Collect,Fix Advanced Config: HDFS reserved space is in bytes. Too many bytes to count.
12462,AMBARI-5297,Collect,JS-error on host details page
12463,AMBARI-530,Collect,HMC UI shows undefined for nodes after single node install
12464,AMBARI-5301,Collect,Table of Confirm Hosts step is collapsed
12465,AMBARI-5302,Collect,Ambari Unit Test Failures
12466,AMBARI-5303,Collect,Some changes to OSCheck
12467,AMBARI-5306,Collect,Unittets for HDFS service check are missing
12468,AMBARI-5309,Collect,Ambari installer with Falcon enabled has new Prism required properties without any defaults
12469,AMBARI-531,Collect,"Remove/disable reconfigure option for Sqoop, Pig, Ganglia and Templeton"
12470,AMBARI-5311,Collect,Falcon fails to deploy
12471,AMBARI-5312,Collect,"Web UI: help popup remains after clicking ""deploy"""
12472,AMBARI-5313,Collect,"Icon ""Asterisk"" on ""Assign Masters""/-Slaves steps does not display with 8-bit depth"
12473,AMBARI-5314,Collect,Ambari Web unit tests don t run due to an error
12474,AMBARI-5317,Collect,Create test script for running python component scripts from IDE
12475,AMBARI-5319,Collect,Investigate how we can log all exceptions rather than getting log that asks to call getNextException
12476,AMBARI-532,Collect,add ganglia monitor to all masters
12477,AMBARI-5320,Collect,Jobs link should not show up when security is enabled
12478,AMBARI-5326,Collect,Ambari should be able to configure ATS age off parameters
12479,AMBARI-5327,Collect,Hive start fails on centos5
12480,AMBARI-5330,Collect,Some Falcon properties are not reconfigurable
12481,AMBARI-5332,Collect,Print better logs for openssl issues on centos/rhel 6.5.
12482,AMBARI-5336,Collect,JobsDiagnostic|2.1.1: New jobs don t show up in jobs table.
12483,AMBARI-5339,Collect,"Checkboxes displayed incorrectly on ""Assign Slaves and Clients"" page on Install wizard"
12484,AMBARI-534,Collect,Duplicate package names passed in the manifest.
12485,AMBARI-5340,Collect,Tez DAG Operator hover text not wrapping wide content
12486,AMBARI-5341,Collect,Namenode unittests are broken
12487,AMBARI-5342,Collect,Ambari YARN UI - Quick Link - JMX breaks if RM port is changed
12488,AMBARI-5343,Collect,Ambari hiveserver2 smoke test wrong for hiveserver 2 that uses LDAP authentication
12489,AMBARI-5344,Collect,Error with finding FK constraint
12490,AMBARI-5345,Collect,Server Error: 500 status code received on GET method for API.
12491,AMBARI-535,Collect,"On Reconfigure Service popup, enable webhdfs and enable lzo check boxes are not selected when they should be"
12492,AMBARI-5353,Collect,Falcon directory ownership set incorrectly
12493,AMBARI-5354,Collect,Automatic Bootstrap on cento5 fails when no python2.6 is present
12494,AMBARI-5356,Collect,File hadoop-mapreduce.jobsummary.log is missing on host with JobTracker
12495,AMBARI-5358,Collect,Make sure a disk goes R/O for datanodes the datanodes are still started.
12496,AMBARI-5359,Collect,unittest NagiosPropertyProviderTest fails
12497,AMBARI-536,Collect,Duplicate hosts not recognized due to case sensitive matching
12498,AMBARI-5360,Collect,Storm local directory set up by Ambari does not follow the convention used for other services
12499,AMBARI-5362,Collect,Automatic bootstrap failed on CentOS 6.5 (No module named common_functions)
12500,AMBARI-5365,Collect,Cluster deployment fails depending on the stack selected
12501,AMBARI-5369,Collect,Ubuntu. Can t start deploy due to repo validation by server is failed
12502,AMBARI-537,Collect,Cleanup of ambari-186(1). Cleaning up references.
12503,AMBARI-5370,Collect,Unit tests still failing on Jenkins 
12504,AMBARI-5371,Collect,Dashboard: dashboard actions do not work for non-admin users
12505,AMBARI-5373,Collect,metainfo.xml should support os families not os types
12506,AMBARI-5376,Collect,jmx NODEMANAGER metrics dont display when we customize NODEMANAGER port
12507,AMBARI-5380,Collect,Ambari performs extremely slow on CentOS 5
12508,AMBARI-5381,Collect,Installer:  Undo  button for repo BaseURL is unnecessarily present
12509,AMBARI-5382,Collect,Schema Upgrade failed when upgrading to 1.5.1
12510,AMBARI-5383,Collect,Ambari installs lzo RPMs when lzo is not listed in io.compression.codecs
12511,AMBARI-5386,Collect,Deploy stuck during generating tasks on Review page (not always reproduced)
12512,AMBARI-5396,Collect,test_kill_process_with_children unit test error on Jenkins
12513,AMBARI-5399,Collect,Ambari Views: Instance data not loaded for pre-defined view instances
12514,AMBARI-5402,Collect,Remove classic dashboard view from Ambari
12515,AMBARI-5404,Collect,Fix UI Unit tests
12516,AMBARI-5406,Collect,Pig unit test class named wrong
12517,AMBARI-5412,Collect,"Operation ""Supervisor start"" failed during installation but all supervisors are alive"
12518,AMBARI-5413,Collect,OS type check for centos 6.5 can fail if the /etc/issue has CentOS Linux release 6.5
12519,AMBARI-5427,Collect,Usability: Cleanup database connection checking during setup (when using postgres)
12520,AMBARI-5431,Collect,storm-env.sh needs to be created at /etc/storm/conf
12521,AMBARI-5432,Collect,Add service wizard to add missing service-components for other services
12522,AMBARI-5433,Collect,Add Host failed on upgraded cluster on Suse
12523,AMBARI-5434,Collect,HDFS check failed during Start Services step (Enable Security)
12524,AMBARI-5436,Collect,Map operator displays wrong statistics for TPC-DS Query27
12525,AMBARI-5437,Collect,ServiceComponent metadata on the web-client should not be deleted if Stack doesn t support Service 
12526,AMBARI-5439,Collect,"Add Service Wizard Step ""assign slaves"" is broken"
12527,AMBARI-5444,Collect,Oozie server start fails on cluster install (stack 1.3.3)
12528,AMBARI-5446,Collect,Upgrade Helper should add ATS wehn upgrading directly to 2.1.
12529,AMBARI-5447,Collect,WebHCat start Fail with authorization enabled
12530,AMBARI-5451,Collect,Add logging to storm scripts for capturing out/err .
12531,AMBARI-5452,Collect,Ambari schema does not upgrade on 1.4.3 and 1.4.4 with MySQL as Ambari DB
12532,AMBARI-5455,Collect,Ambari configuration for map join conversion and tez container size seems wrong
12533,AMBARI-5456,Collect,Fix UI Unit tests
12534,AMBARI-5457,Collect,Host Checks: alternatives check results are not surfaced in Host Check popup
12535,AMBARI-5458,Collect,Repo validation for ubuntu fails
12536,AMBARI-5460,Collect,Use appropriate packages for components on ubuntu
12537,AMBARI-5468,Collect,"""Oozie server"" was failed or stopped immediately, after start (sles/centos5)"
12538,AMBARI-547,Collect,Change os type check during node bootstrap to allow RHEL6 or CentOS6 nodes
12539,AMBARI-5470,Collect,Error on Step 9 on Deploy
12540,AMBARI-5472,Collect,Use SchemaTool in Hive for init metastore DB schema
12541,AMBARI-5474,Collect,Unit tests for steps 3-4
12542,AMBARI-5476,Collect,Change permissions for /var/log/hadoop/mapred/userlogs/*
12543,AMBARI-5480,Collect,There s significant lag for the Restart Indicators to go away after restarting
12544,AMBARI-5485,Collect,Ambari should Manage JobHistory Heap Size
12545,AMBARI-5486,Collect,Add tests for OSCheck module
12546,AMBARI-5487,Collect,Unable to add host component to host after refresh on host details page
12547,AMBARI-5489,Collect,Security wizard (HDP-2.1 stack) : browser refresh stops the execution of the wizard on deploy step
12548,AMBARI-5496,Collect,unittests for MR/YARN failing on jenkins
12549,AMBARI-5497,Collect,Ambari-server states it has started but it actually errored.
12550,AMBARI-5499,Collect,Most component sh scripts on ubuntu fail
12551,AMBARI-55,Collect,release cluster nodes function
12552,AMBARI-5501,Collect,Hdfs Service Start fail due bad snmpd usage for Ubuntu
12553,AMBARI-5502,Collect,Hdfs service check fails on ubuntu
12554,AMBARI-5503,Collect,Review upgrade helper script for Ambari-1.6.0
12555,AMBARI-5505,Collect,HBase in Blueprint results in error
12556,AMBARI-5508,Collect,Unit tests for steps 10
12557,AMBARI-5510,Collect,NPE in ganglia property provider
12558,AMBARI-5511,Collect,"Misleading hardcoded command in paragraph 2 on step ""Manual commands"" of ""Move Master"" wizard"
12559,AMBARI-5512,Collect,Move wizard and HA wizard gets stuck on any deploy step
12560,AMBARI-5518,Collect,Some of the configuration parameters do not have description
12561,AMBARI-5520,Collect,Fix UI Unit tests
12562,AMBARI-5524,Collect,"Unit tests for number_utils, string_utils, validator and misc files."
12563,AMBARI-5526,Collect,Filter on Customize services page works incorrectly
12564,AMBARI-5529,Collect,hive + oozie postgres option should say PostgreSQL
12565,AMBARI-5534,Collect,Experimental control not working on new top-nav
12566,AMBARI-5537,Collect,Fix Oozie failing on Ubuntu
12567,AMBARI-5542,Collect,Fix Hive and Mysql on Ubuntu
12568,AMBARI-5543,Collect,Unit tests for steps 6 (with small refactor)
12569,AMBARI-5544,Collect,Deleted slave components stick around from the service s perspective
12570,AMBARI-5546,Collect,Call for requests with  page_size  always return 10 most recent
12571,AMBARI-5547,Collect,Exclude /boot from the mount points to use for suggesting directories
12572,AMBARI-5549,Collect,Add Existing Postgres 9.x Database option for Ambari db
12573,AMBARI-5551,Collect,"Checkbox ""client"" without upper case letter"
12574,AMBARI-5555,Collect,NameNode HA wizard: Review page appears blank
12575,AMBARI-5558,Collect,Navigating back from Host page to Heatmaps page is broken
12576,AMBARI-5568,Collect,Security wizard freezes on the last step
12577,AMBARI-5569,Collect,Fix UI Unit tests
12578,AMBARI-5570,Collect,"MySQL Server install failed during deployment, suse11"
12579,AMBARI-5571,Collect,Restart option is enabled for components in  Decommissioned  state but it should not
12580,AMBARI-5573,Collect,UI does not redirect on  Dashboard  page after login
12581,AMBARI-5574,Collect,Need some logging when JSON parsing throws an error
12582,AMBARI-5575,Collect,Unit tests for steps 9 (with refactor)
12583,AMBARI-5577,Collect,Turn Off Maintenance Mode for HDFS does not work (problems with ambari-agent)
12584,AMBARI-5588,Collect,"Ambari should not hardcode python 2.6, but support 2.6 and higher"
12585,AMBARI-5590,Collect,After reboot ambari-agent and server fail to start on Ubuntu
12586,AMBARI-5591,Collect,Datanode start fails on multinode on Ubuntu
12587,AMBARI-5592,Collect,Ambari attempts to format HDFS on every reboot on Ubuntu
12588,AMBARI-5593,Collect,Mysql install fails on Ubuntu
12589,AMBARI-5598,Collect,Security wizard: Host progress in the popup does not update
12590,AMBARI-5599,Collect,Switching between existing configs is not working in API
12591,AMBARI-5601,Collect,Ambari-SCOM build is failing
12592,AMBARI-5603,Collect,Ambari version is unknown during installer via UI
12593,AMBARI-5605,Collect,Usability UX: Default key actions for dialog boxes
12594,AMBARI-5607,Collect,Yarn Nodemanager Metrics only update every few minutes
12595,AMBARI-5610,Collect,"Usability: When setting up HTTPS for ambari-server, ambari didn t validate the path name and generate misleading error message"
12596,AMBARI-5611,Collect,Datanode and other components fail to start without YARN installed
12597,AMBARI-5612,Collect,"Unit tests for object_utils, date, ui_effects, updater"
12598,AMBARI-5622,Collect, Upgrading schema  failed during upgrading to 1.6.0
12599,AMBARI-5623,Collect,GET request on cluster resource gives psql exception
12600,AMBARI-5625,Collect,ambari-server setup does not allow to specify existing Postgres db through command line option --database
12601,AMBARI-5627,Collect,"Ambari-SCOM : Some services are INSTALLED, but host state is HEALTHY"
12602,AMBARI-5630,Collect,Ambari SCOM .msi should detect HDP version dynamically
12603,AMBARI-5633,Collect,Start Services command gets stuck for about 30 mins
12604,AMBARI-5634,Collect,Some components of Storm were not started after added of Nagios and Ganglia
12605,AMBARI-5635,Collect,UI changes for required for MM support
12606,AMBARI-5638,Collect,Error in persisting web client state when enabling security on cluster with ambari-server database set to MySQL
12607,AMBARI-5641,Collect,Some operators in the view look very small relative to others
12608,AMBARI-5642,Collect,Ambari Views : NPE deploying view
12609,AMBARI-5643,Collect,Add Services is disabled after upgrading the stack from HDP-2.0 to HDP-2.1
12610,AMBARI-5646,Collect,Jobs dont show up as links for a moment when page is visited
12611,AMBARI-5647,Collect,"On empty jobs page, new queries are not showing up"
12612,AMBARI-5651,Collect,Ambari Views : NPE deploying view with no instances defined
12613,AMBARI-5652,Collect,Quick Links does not work if both NameNodes are in Standby. 
12614,AMBARI-5653,Collect,Upgradestack only handles specific OSs
12615,AMBARI-5657,Collect,Ambari Web layout issues on IE 9
12616,AMBARI-5658,Collect,Ambari does not link to the new HTML NameNode UI
12617,AMBARI-5661,Collect,YARN and MR2 failed to start after upgrade
12618,AMBARI-5662,Collect,change heartbeat lost text
12619,AMBARI-5663,Collect,Python Client should support HTTP Headers
12620,AMBARI-5668,Collect,JobsDiagnostic|2.1.1: No job status and end time is shown for interrupted job
12621,AMBARI-5669,Collect,Alternatives issues has error message (missing translation)
12622,AMBARI-5674,Collect,Supervisor goes into stopped state after deploying cluster from blueprint
12623,AMBARI-5676,Collect,Perf: Transition from Install Options to Confirm Hosts took several minutes with browser completely hung with 2000 nodes
12624,AMBARI-5678,Collect,Going back from review causes configs alerts
12625,AMBARI-5681,Collect,Add Nagios alert if HDFS last checkpoint time exceeds threshold
12626,AMBARI-5687,Collect,Cluster gateway is overloaded and works veryy slow
12627,AMBARI-5688,Collect,"Zookeeper smoke test failed after being triggered after deleting a host, containing ZookeeperServer"
12628,AMBARI-5692,Collect,Unit tests for utils/config.js part 1
12629,AMBARI-5695,Collect,Oozie HTTP and Admin ports cannot be modified
12630,AMBARI-5697,Collect,"When restart hive service from Ambari webUI, it fails with the error: cat: /var/run/hive/hive.pid: No such file or directory"
12631,AMBARI-5698,Collect,hadoop-mapreduce.jobsummary.log is empty when specified custom HDFS Log Dir
12632,AMBARI-570,Collect,Consolidate head tags for organization and combine CSS files for faster load
12633,AMBARI-5704,Collect,Pig View Cleanup.
12634,AMBARI-5705,Collect,Fail to install hive client with error: Fail: Execution of  /bin/sh -c  cd /usr/lib/ambari-agent/ && curl -kf --retry 5 http://hadoop1:8080/resources/DBConnectionVerification.jar -o DBConnectionVerification.jar   returned 22.
12635,AMBARI-571,Collect,Hive Server text should be replaced with Hive Metastore
12636,AMBARI-5710,Collect,WebHCat (WebHCat Server) start failed
12637,AMBARI-5711,Collect, Background operations  window displayed after attempt to switch HBase RegionServer to  Decommission  state
12638,AMBARI-5712,Collect,WebHCAT pid dir is not correct
12639,AMBARI-5713,Collect,Add Service wizard: Hive Server fails to start 
12640,AMBARI-5714,Collect,Views list not loading in Ambari Web
12641,AMBARI-5716,Collect,Disable security fails occasionally 
12642,AMBARI-5717,Collect,Installer: repo URLs are not saved after customization if  skip  option is chosen
12643,AMBARI-5718,Collect,View: Pig should not hardcode REST API with view name + instance name
12644,AMBARI-5720,Collect,pig.properties should set pig.location.check.strict to false
12645,AMBARI-5722,Collect,All Services Fail To Deploy Due To Agent Parsing Exception
12646,AMBARI-5723,Collect,IllegalStateException when provisioning cluster via blueprint during password validation
12647,AMBARI-5726,Collect,Adding Oozie failed at service check
12648,AMBARI-5729,Collect,Decommission issues in secure cluster.
12649,AMBARI-5734,Collect,Ambari installation should run the hive schema script for Oracle and Postgres as Metastore DB
12650,AMBARI-5735,Collect,HDP deployment failed in CentOS5
12651,AMBARI-5736,Collect,View: Pig bug fixes and ui cleanup(2)
12652,AMBARI-5739,Collect,File View Cleanup
12653,AMBARI-5740,Collect,ambari-server setup command does not return correct exit status upon error
12654,AMBARI-5742,Collect,View: Files support for optional username view parameter
12655,AMBARI-5743,Collect,remove the property dfs.datanode.du.pct from our configs since it is not being used
12656,AMBARI-5745,Collect,bootstrap time out message needs to be more clear
12657,AMBARI-5746,Collect,RMF should dump full dictionaries in debug mode (not ...)
12658,AMBARI-5748,Collect,Improve handling of groupmod errors and provide ability to skip
12659,AMBARI-5750,Collect,"Ambari not configuring Ganglia/gmetad correctly, leading to log spam"
12660,AMBARI-5751,Collect,Ambari upgrade to Ambari-1.6.0 from Ambari-1.5.1 logs PSQLException
12661,AMBARI-5752,Collect,Cluster tab should not show debian repo URL
12662,AMBARI-5753,Collect,Storm fails to start after disabling security
12663,AMBARI-5759,Collect,Add unittests for oozie service check
12664,AMBARI-576,Collect,In Custom config for Nagios: emails with multiple periods before the  @  fails validation
12665,AMBARI-5761,Collect,"2000-node cluster testing: during install phase of cluster deployment, install tasks were stuck in PENDING state"
12666,AMBARI-5763,Collect,Nagios should send alert for NumberOfMissingBlocks instead of CorruptBlocks
12667,AMBARI-5766,Collect,View: Files need to preserve navigation when showing an error
12668,AMBARI-5767,Collect,Blueprint delete throws exception
12669,AMBARI-5768,Collect,Create a different global for hive heapsize -> hive_heapsize for hive-env.sh.
12670,AMBARI-577,Collect,Document the steps to build and install monitoring RPMs for Ambari. 
12671,AMBARI-5775,Collect,Logging in to an already deployed cluster briefly shows the Install Wizard
12672,AMBARI-5778,Collect,"In some upgrade scenarios, Ambari Web s persist key-value store state causes the UI to act unpredictably"
12673,AMBARI-5779,Collect,Recommission a DN fails when https is enabled in Ambari server
12674,AMBARI-578,Collect,Custom Config page: don t allow form submission if there are client-side validation errors 
12675,AMBARI-5782,Collect,View: Files UI clean-up and adjustments
12676,AMBARI-5783,Collect,Pig fails to install through blueprint
12677,AMBARI-5784,Collect,Nagios read timeout on 1000 node cluster
12678,AMBARI-5786,Collect,Views: Pig view parameters adjusting
12679,AMBARI-5789,Collect,Rpm type in metainfo.xml confusing on Ubuntu
12680,AMBARI-579,Collect,Support secure hadoop installation.
12681,AMBARI-5790,Collect,Add test scenario for changes in composing packages for install
12682,AMBARI-5793,Collect,"When provisioning cluster via a blueprint, password property validation may not be complete"
12683,AMBARI-5796,Collect,Install of services failed (Blueprint; HDP 1.3)
12684,AMBARI-5797,Collect,Agent function get_port_from_url is broken
12685,AMBARI-580,Collect,Run datanodes/tasktrackers in 64-bit mode to get around rpm issues 
12686,AMBARI-5800,Collect,Race condition when starting all services causing Hive service check to fail
12687,AMBARI-5801,Collect,Views: file sort control not set on first view
12688,AMBARI-5804,Collect,ATS start failed with custom usernames
12689,AMBARI-5806,Collect,/etc/hadoop/conf/dfs.exclude should be populated in SNN node too.
12690,AMBARI-5807,Collect,MapReduce Service Check fails. 
12691,AMBARI-5809,Collect,Usability: Ensure that hostname (fqdn) and reverse lookup resolve to the same name - this host checkup should be done for server and agent hosts
12692,AMBARI-581,Collect,special characters in hosts files created on some common windows editors causes issues
12693,AMBARI-5813,Collect,"""Database Host"" property is absent for Oozie service"
12694,AMBARI-5818,Collect,Decommission of RegionServer is failed
12695,AMBARI-5819,Collect,"Slider UI should initialize the view name, instance, version from URL"
12696,AMBARI-583,Collect,UI allows io_sort_spill_percent ( Limit on buffer ) value to be set to over 1.0
12697,AMBARI-5832,Collect,"""service_name"" field unavailable from Hosts API"
12698,AMBARI-5834,Collect,"After upgraded to 1.6.0, Nagios server cannot start"
12699,AMBARI-5839,Collect,Hdfs service check fails on clieny-only node (when no starts are executed) on HDP2.
12700,AMBARI-5840,Collect,"Ambari recomission of datanodes will not  work if the active namenode is ""nn2"""
12701,AMBARI-5842,Collect,Usability: add Reverse Lookup validation to Host Checks UI
12702,AMBARI-5845,Collect,pig-properties not posted on server by UI
12703,AMBARI-5848,Collect,Install Wizard > Deploy: task level start time and duration not updated correctly
12704,AMBARI-585,Collect,Remove hardcoded dependency on mysql-connector-java package version 5.0.8-1
12705,AMBARI-5854,Collect,Background Operations popup hangs and makes UI non-responsive with requests containing 1000+ hosts
12706,AMBARI-5855,Collect,Global properties are not being surfaced on service config page
12707,AMBARI-586,Collect,Add validation checks for the HBase config services value entered by the user.
12708,AMBARI-5861,Collect,Service checks should not be hardcoded on the serverside
12709,AMBARI-5862,Collect, yarn.timeline-service.leveldb-timeline-store.path should be set dynamically by the client
12710,AMBARI-5866,Collect,Populate actions drop down of Slider App details page
12711,AMBARI-5869,Collect,"Confirm Hosts failed (suse11, 1.6.1)"
12712,AMBARI-587,Collect,Rat compliance patch
12713,AMBARI-5871,Collect,Views: Can t install new instance after deploying view instance
12714,AMBARI-588,Collect,Externalize the manager service name and point the Help link to a valid URL
